FID,OBJECTID,SHAPE,WC_ID,BEZIRK,STRASSE,ORTSANGABE,AKTIV,AKTIV_TXT,OEFFNUNGSZEIT,EINSCHRAENKUNGEN,PERSONALBETREUUNG,KATEGORIE,AUSSTATTUNG,ICON,ICON_TXT,KONTAKT,ABTEILUNG,INFORMATION,SE_ANNO_CAD_DATA
WCANLAGE2OGD.615404,615404,POINT (16.274771469886822 48.18078022221736),M48_0078,13,Roter Berg / Heinz-Nittel-Weg,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.615405,615405,POINT (16.33645694613218 48.27535701966889),M48_0123,19,Kahlenberg,ggü.Kirche,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,Mär-Okt Mo-So: 11-17 Uhr,Unisex 2; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.615406,615406,POINT (16.401655367694968 48.15133457102059),M48_0062,10,WIG 74,Eingang Nord,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.615407,615407,POINT (16.293474388858524 48.1377830531488),M48_0432,23,Mistplatz Liesing,Seybelgasse 7,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,barrierefrei 1; Damen 1; Herren1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.615408,615408,POINT (16.376882858996222 48.21164417187283),WL_001,1,SANIFAIR U-Bahn Station Schwedenplatz,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,"10:00-22:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet",Damen 4; Herren 3; Eltern-Kind 1;Pissoir 5; barrierefrei 1,"Babywickelraum, Wickeltisch, Barrierefreies WC, Eurokey, Nacht WC, Handdesinfektion",B,Barrierefrei,+43 (0) 800 95 55 777,Wr. Linien,,
WCANLAGE2OGD.616497,616497,POINT (16.34048673992225 48.19612839067654),WL_006,15,SANIFAIR U-Bahn Station Westbahnhof,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,"10:00-18:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet",Damen 6; Herren 3; Pissoir 5; barrierefrei 1,"Babywickelraum, Wickeltisch, Barrierefreies WC, Eurokey, Nacht WC, Handdesinfektion",B,Barrierefrei,+43 (0) 800 95 55 777,Wr. Linien,,
WCANLAGE2OGD.616498,616498,POINT (16.36003423205848 48.20655220055368),WL_005,7,SANIFAIR U-Bahn Station Volkstheater,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,"10:00-18:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet",Damen 3; Herren 1; Pissoir 2; barrierefrei 1,"Barrierefreies WC, Eurokey, Nacht WC, Handdesinfektion",B,Barrierefrei,+43 (0) 800 95 55 777,Wr. Linien,,
WCANLAGE2OGD.616499,616499,POINT (16.303892811799205 48.16092863999934),M48_0469,12,Mistplatz Hetzendorf,Wundtgasse / Jägerhaussstraße,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",U,Damen und Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616500,616500,POINT (16.228430786447046 48.20560707544971),M48_0503,14,Mistplatz Auhof,Wientalstraße 51,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,barrierefrei 2; Pissoir; Herren 1; Damen 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616501,616501,POINT (16.41185328528609 48.25010681815871),M48_0789,21,Mistplatz Donaufeld,Fultonstraße 10,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",U,Damen und Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616502,616502,POINT (16.430298514466795 48.293564627184814),M48_0271,21,Mistplatz Stammersdorf,Nikolsburgergasse 12,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,barrierefrei 1; Unisex 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616503,616503,POINT (16.390702526271518 48.20295587409951),M48_0026,3,Rochusmarkt,,-1,JA,siehe Personalbetreuung,außerhalb der Personalbetreuung geschlossen,"Mo-Fr: 6-18:30, Sa: 6-14 Uhr, So, Ft: 11-18 Uhr",barrierefrei 1; Pissoir; Herren 4; Damen 5,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten, Euro Key",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616504,616504,POINT (16.435488819279158 48.23062811924752),M48_0153,22,Rehlacke / Lagerwiesenweg,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616505,616505,POINT (16.4032584390019 48.24793687429984),M48_0138,21,Dragonerhäufel,Birnersteig,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616506,616506,POINT (16.386524141158983 48.18659914489313),M48_0696,3,Schweizergarten,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616507,616507,POINT (16.347816986288077 48.18729580592095),M48_0031,5,Am Hundsturm,ggü. ONr. 13,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Wickeltisch,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616508,616508,POINT (16.39870202903089 48.150664713087934),M48_0064,10,WIG 74,Gschroppenhaus,-1,JA,00:00-24:00 Uhr,Wintersperre,nein - gratis,barrierefrei 1; Pissoir; Damen1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616509,616509,POINT (16.361406489711808 48.18998539583871),M48_0036,5,Mittersteig,"ONr. 24-28, Parkanlage",-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616510,616510,POINT (16.2823196792996 48.16842503351543),M48_0080,13,Wolkersbergenstraße / Jakob-Stainer-Gasse,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616511,616511,POINT (16.358505973924565 48.22288006712988),M48_0054,9,Liechtensteinpark,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616512,616512,POINT (16.338421952916097 48.17764083934204),M48_0070,12,Aßmayergasse / Karl-Löwe-Gasse,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616513,616513,POINT (16.386622484194383 48.17268455389528),M48_0058,10,Puchsbaumplatz,ggü. ONr. 11,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616514,616514,POINT (16.228422025639816 48.20727524660828),M48_0089,14,Mariabrunn,bei der Kirche,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616515,616515,POINT (16.314748484056782 48.18819824618398),M48_0093,15,Auer-Welsbach-Park / Schloßallee,hinter Tankstelle,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616516,616516,POINT (16.333250632207115 48.21378668845914),M48_0097,16,Huberpark,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616517,616517,POINT (16.33070209102179 48.2231483237484),M48_0105,17,Diepoldplatz,ggü. ONr. 12,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616518,616518,POINT (16.277439829680553 48.24074312347211),M48_0112,17,Schwarzenbergpark,Anfang Schwarzenbergallee,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616519,616519,POINT (16.324806032928517 48.23392121192503),M48_0113,18,Bischof-Faber-Platz,ggü. ONr. 1,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616520,616520,POINT (16.313021357583825 48.25082514343141),M48_0121,19,Hackenberg,Lagerwiese bei Schutzhaus,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Herren 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616521,616521,POINT (16.34123814266299 48.2428180711823),M48_0127,19,Sonnbergplatz,ggü. ONr. 6,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616522,616522,POINT (16.361823591920572 48.259691351143815),M48_0129,19,Zahnradbahnstraße,Endstelle Linie D,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616523,616523,POINT (16.34873251317136 48.194952815842136),M48_0042,6,Loquaiplatz,ggü. Königseggasse,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616524,616524,POINT (16.380240837482596 48.22819879641238),M48_0015,2,Rabbiner-Schneerson-Platz,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616525,616525,POINT (16.39535338690536 48.20796115276524),M48_0025,3,Hundertwasserhaus,Kegelgasse / Löwengasse,-1,JA,während der Betriebszeiten,außerhalb der Betriebszeiten geschlossen,ja - gratis,Pissoir; Herren 2; Damen 2,,U,Damen und Herren,,Privat,,
WCANLAGE2OGD.616526,616526,POINT (16.3300969901207 48.17786230587338),M48_0071,12,Meidlinger Hauptstraße / Pohlgasse,,-1,JA,06:00-23:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616527,616527,POINT (16.246798593150192 48.21079148833658),M48_0091,14,Wolfersberg,Lagerwiese bei Sender,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616528,616528,POINT (16.277675195552263 48.21504287431215),M48_0095,16,Heschweg / Johann-Staud-Straße,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,keine,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616529,616529,POINT (16.417737231932712 48.23170121614663),M48_0149,22,Arcotel,Wagramer Straße 8,-1,JA,während der Betriebszeiten,außerhalb der Betriebszeiten geschlossen,nein - gratis,Pissoir; barrierefrei 1; Unisex 1,Barrierefrei,U,Damen und Herren,,Privat,,
WCANLAGE2OGD.616530,616530,POINT (16.36862572715175 48.232065274925986),M48_0135,20,Hannovermarkt / Hannovergasse,ggü. ONr. 29,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616531,616531,POINT (16.408400305162996 48.276729493278474),M48_0141,21,Frauenstiftgasse / Brünner Straße,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616532,616532,POINT (16.27104125112012 48.190403128565436),M48_0364,13,Streckerplatz / Streckerpark,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616533,616533,POINT (16.294757423795673 48.21520547736716),M48_0094,16,Gallitzinstraße / Funkengerngasse,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616534,616534,POINT (16.338244589008994 48.178295263025184),M48_0368,12,Wilhelmsdorfer Park,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,keine,U,Damen und Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616535,616535,POINT (16.3510557774303 48.21190264009841),M48_0049,8,Florianigasse,Schönbornpark,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616536,616536,POINT (16.337550565540713 48.23398456918493),M48_0118,18,Türkenschanzpark,Gregor-Mendel-Straße/Hasenauerstraße,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 2,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616537,616537,POINT (16.379568951150432 48.24431701802223),M48_0133,20,Friedrich-Engels-Platz,Haltestelle Linie 31 und 33,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616538,616538,POINT (16.323475671344916 48.22412242001781),M48_0109,17,Lidlpark / Roggendorfgasse,ggü. ONr. 5,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616539,616539,POINT (16.344809646995035 48.22521771930582),M48_0115,18,Kutschkermarkt,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616540,616540,POINT (16.32607586367467 48.213119797893405),M48_0103,16,Johann-Nepomuk-Berger-Platz,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616541,616541,POINT (16.34840716567692 48.23219285323461),M48_0743,18,Währingerpark,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616542,616542,POINT (16.377418836886417 48.217449466502444),M48_0010,2,Karmelitermarkt,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 2; Pissoir; Damen 1; Herren 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616543,616543,POINT (16.38276810678706 48.19967461587746),M48_0023,3,Am Modenapark,ggü. ONr. 4,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616544,616544,POINT (16.402955160241095 48.184005794260074),M48_0027,3,St. Marxer Friedhof / Leberstraße 6-8,,-1,JA,Parköffnungszeiten,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616545,616545,POINT (16.333008436728143 48.18108184981323),M48_0072,12,Meidlinger Markt / Niederhofstraße,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,"Okt-Mai Mo-Fr: 10-22 Uhr, Sa: 8-22 Uhr, So: 10-18 Uhr; Jun-Sep Mo-Fr: 10-23 Uhr, Sa: 8-23 Uhr, So: 10-18 Uhr",Damen/barrierefrei 1: Herren 1; Pissoir,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten, Euro Key",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616546,616546,POINT (16.272661772383845 48.16582646815812),M48_0734,13,Pensionistenwohnhaus Föhrenhof,,-1,JA,während der Betriebszeiten,außerhalb der Betriebszeiten geschlossen,nein - gratis,Pissoir; barrierefrei 1; Damen 1; Herren 1,,B,Barrierefrei,,Privat,,
WCANLAGE2OGD.616547,616547,POINT (16.309512224946527 48.20419718637516),M48_0474,16,Mistplatz Ottakring,Kendlerstraße 38,-1,JA,"Mo-Fr 7:00-18:00 Uhr, Sa 8:00-18:00 Uhr",ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616548,616548,POINT (16.320640478245277 48.2250684807959),M48_0631,17,Mistplatz Hernals,Richthausenstraße 4,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir; barrierefrei 1; Damen 1; Herren1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616549,616549,POINT (16.44762596978278 48.21239479657657),M48_0788,22,Mistplatz Stadlau,Mühlwasserstraße 2,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",U,Damen und Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616550,616550,POINT (16.367473108916975 48.142650736927806),M48_0304,23,Mistplatz Inzersdorf,Südrandstraße 2,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,barrierefrei 1; Damen 1; Herren1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616551,616551,POINT (16.307137560378365 48.22201435135853),M48_0098,16,Kongreßpark,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616552,616552,POINT (16.342475924906292 48.21157507346339),M48_0048,8,Restaurant Prinz Ferdinand,Bennoplatz 2,-1,JA,Lokalöffnungszeiten,außerhalb der Betriebszeiten geschlossen,nein - gratis,Pissoir; Herren 1; Damen 1,,U,Damen und Herren,,Privat,,
WCANLAGE2OGD.616553,616553,POINT (16.46728888994947 48.26573721995528),M48_0285,22,Mistplatz Rinterzelt,Percostraße 4,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; Pissoir,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616554,616554,POINT (16.37154093115672 48.229971025630924),M48_0136,20,Wallensteinplatz,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616555,616555,POINT (16.310830245594545 48.227373440336855),M48_0104,17,Alszeile,Eingang Dornbacher Friedhof,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616556,616556,POINT (16.310756826719906 48.227450109088984),M48_0106,17,Dornbacher Friedhof,bei Eingang,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616557,616557,POINT (16.319620111578985 48.225017266451786),M48_0108,17,Leopold-Kunschak-Platz,Hernalser Friedhof,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,barrierefrei 1,keine,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616558,616558,POINT (16.33932504715635 48.22706649910341),M48_0117,18,Schubertpark / Währinger Straße,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616559,616559,POINT (16.367362251215745 48.257782337201625),M48_0124,19,Nußdorfer Markt / Sickenberggasse,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616560,616560,POINT (16.36747527923974 48.26035297756724),M48_0125,19,Nußdorfer Platz  / Heiligenstädter Straße,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; Pissoir,Euro Key,U,Damen und Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
