FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-318,5984320,POINT (16.40278454523992 48.25572685627507),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-317,5984321,POINT (16.4575212105008 48.230688617453644),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-316,5984322,POINT (16.344881115946954 48.18958281494025),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-315,5984323,POINT (16.311855332720082 48.21836536013689),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-314,5984324,POINT (16.339081470666198 48.2177329693666),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-313,5984325,POINT (16.347614748839412 48.20541552387456),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-312,5984326,POINT (16.331366840905794 48.22913639894482),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-311,5984327,POINT (16.355859793235286 48.203674416076986),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-310,5984328,POINT (16.314194437687284 48.19898707561019),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30f,5984329,POINT (16.294834696477242 48.176503596858645),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30e,5984330,POINT (16.222621283368436 48.153240719525684),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30d,5984331,POINT (16.324149856901673 48.2106635754911),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30c,5984332,POINT (16.38527085220668 48.21886151965273),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30b,5984333,POINT (16.38462842720166 48.15078156166787),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30a,5984334,POINT (16.338892090608137 48.25726471310871),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-309,5984335,POINT (16.30281097351268 48.22794450776511),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-308,5984336,POINT (16.33943604212277 48.2358368022553),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-307,5984337,POINT (16.326030443577785 48.20231798965214),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-306,5984338,POINT (16.34693492351552 48.224718801003625),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-305,5984339,POINT (16.339749524661713 48.209549572148276),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-304,5984340,POINT (16.32285458603433 48.21092403412391),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-303,5984341,POINT (16.353129476094736 48.18666611460593),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-302,5984342,POINT (16.351887540795097 48.18804615685945),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-301,5984343,POINT (16.34393216104094 48.22333338954065),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-300,5984344,POINT (16.365603882669582 48.18737375467125),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ff,5984345,POINT (16.340661702624946 48.222497055531306),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2fe,5984346,POINT (16.330721397906828 48.212934189166305),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2fd,5984347,POINT (16.33507651597267 48.191696353814265),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2fc,5984348,POINT (16.374552459156735 48.21589250934413),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2fb,5984349,POINT (16.46609945448754 48.15448590800977),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2fa,5984350,POINT (16.37123078147095 48.1982321283791),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f9,5984351,POINT (16.374688930361728 48.19193146234289),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f8,5984352,POINT (16.36509792873552 48.20821269038296),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f7,5984353,POINT (16.333252680898273 48.21516647177597),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f6,5984354,POINT (16.366468211248513 48.208083569351885),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f5,5984355,POINT (16.366130467196932 48.20808215880589),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f4,5984356,POINT (16.340340300515773 48.19554412155456),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f3,5984357,POINT (16.334355718724996 48.193726805462916),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f2,5984358,POINT (16.34056223621703 48.20695179817518),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f1,5984359,POINT (16.335904341946364 48.20147584130974),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f0,5984360,POINT (16.361954348913326 48.19132495320781),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ef,5984361,POINT (16.35957951186676 48.22532958602916),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ee,5984362,POINT (16.47299989310339 48.24661594424583),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ed,5984363,POINT (16.413368279110166 48.17795701532216),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ec,5984364,POINT (16.326098130590683 48.21164386781843),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2eb,5984365,POINT (16.298158487979567 48.229302347118555),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ea,5984366,POINT (16.34041047103524 48.217350557177284),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e9,5984367,POINT (16.316780249541452 48.19912062453753),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e8,5984368,POINT (16.34037494195686 48.19270214876318),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e7,5984369,POINT (16.33278965811447 48.17659179366802),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e6,5984370,POINT (16.39103211143895 48.19412116021303),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e5,5984371,POINT (16.38703297100474 48.19650720109881),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e4,5984372,POINT (16.415572207799656 48.292182677214406),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e3,5984373,POINT (16.32450266402744 48.2079531015852),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e2,5984374,POINT (16.397001277895583 48.19085239896027),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e1,5984375,POINT (16.501103841856715 48.23172226933095),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e0,5984376,POINT (16.30299823635074 48.19730459955188),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2df,5984377,POINT (16.502692228757848 48.22814117555423),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2de,5984378,POINT (16.500725060303466 48.22750382802504),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2dd,5984379,POINT (16.328168340031176 48.1997135775379),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2dc,5984380,POINT (16.311444025475126 48.20271249201458),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2db,5984381,POINT (16.314730052102266 48.216827216216885),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2da,5984382,POINT (16.324401784512645 48.20857759761731),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d9,5984383,POINT (16.391043050521112 48.2178144990258),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d8,5984384,POINT (16.380692867349648 48.178171507074865),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d7,5984385,POINT (16.380784824261806 48.14992143481838),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d6,5984386,POINT (16.314992824962676 48.21413695544227),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d5,5984387,POINT (16.313566250943133 48.218438415112296),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d4,5984388,POINT (16.333846929413653 48.212870078619154),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d3,5984389,POINT (16.310982062811426 48.21207531746253),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d2,5984390,POINT (16.344548838210148 48.207093961506764),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d1,5984391,POINT (16.43759645764714 48.24430449255418),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d0,5984392,POINT (16.44044955453959 48.24701390677792),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2cf,5984393,POINT (16.328007393050424 48.18681966351404),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ce,5984394,POINT (16.487056233286296 48.24169198868779),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2cd,5984395,POINT (16.48603541044003 48.24118842858303),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2cc,5984396,POINT (16.316799083156873 48.21329685953847),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2cb,5984397,POINT (16.37054288380945 48.20577700320548),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ca,5984398,POINT (16.386831042552785 48.29506707117531),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c9,5984399,POINT (16.290657560745256 48.16139508070584),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c8,5984400,POINT (16.352836394032295 48.20474417803731),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c7,5984401,POINT (16.30562715288874 48.18987225969721),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c6,5984402,POINT (16.366697211884066 48.22717953583313),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c5,5984403,POINT (16.38467610064627 48.21451295516077),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c4,5984404,POINT (16.284167986404412 48.18724431938996),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c3,5984405,POINT (16.32482140770331 48.20924140037494),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c2,5984406,POINT (16.31537610672303 48.19790399146566),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c1,5984407,POINT (16.328736810953654 48.2086818370514),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c0,5984408,POINT (16.321153553909514 48.21116371643121),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2bf,5984409,POINT (16.311633498853645 48.21279783349464),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2be,5984410,POINT (16.318043505992783 48.211655306882086),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2bd,5984411,POINT (16.319754788688517 48.211515371749215),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2bc,5984412,POINT (16.32549472517227 48.19888676522907),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2bb,5984413,POINT (16.371791180380406 48.19018128659943),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ba,5984414,POINT (16.43866002839358 48.24535700021119),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b9,5984415,POINT (16.438038675943286 48.24478322128967),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b8,5984416,POINT (16.393171145154767 48.229366610081456),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b7,5984417,POINT (16.347612968648704 48.20496285548339),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b6,5984418,POINT (16.381453272144398 48.24680910515153),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b5,5984419,POINT (16.494588757052714 48.19425676674585),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b4,5984420,POINT (16.345877308168404 48.2102544632103),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b3,5984421,POINT (16.418336250236457 48.296285060248486),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b2,5984422,POINT (16.375875542957143 48.19030044678059),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b1,5984423,POINT (16.332381394666246 48.19366178991438),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b0,5984424,POINT (16.36445948839615 48.186558381256035),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2af,5984425,POINT (16.378010184464237 48.242858298899364),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ae,5984426,POINT (16.307723602215635 48.2192024352975),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ad,5984427,POINT (16.37053714663867 48.20947035169178),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ac,5984428,POINT (16.371538283513736 48.209593155894574),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2ab,5984429,POINT (16.315715514326193 48.21247396773184),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2aa,5984430,POINT (16.37274722499471 48.1822108400772),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a9,5984431,POINT (16.34505033741204 48.20169234937733),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a8,5984432,POINT (16.3706644858806 48.20638526477558),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a7,5984433,POINT (16.344396966519806 48.22490961952483),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a6,5984434,POINT (16.439615558867782 48.246183555614216),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a5,5984435,POINT (16.371229416975247 48.191113492679),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a4,5984436,POINT (16.40243649874698 48.21543983863561),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a3,5984437,POINT (16.34385942730799 48.20645689228114),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a2,5984438,POINT (16.365461133613984 48.211906670137424),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a1,5984439,POINT (16.341947345080676 48.20668166819346),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a0,5984440,POINT (16.333531724318135 48.2092995171717),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29f,5984441,POINT (16.330346301849307 48.20987852466826),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29e,5984442,POINT (16.329667599991755 48.20987021924958),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29d,5984443,POINT (16.316296109331212 48.212010796547965),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29c,5984444,POINT (16.2814502527263 48.13239346512604),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29b,5984445,POINT (16.44306632176254 48.249164753860995),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29a,5984446,POINT (16.302472317046313 48.214068013685385),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-299,5984447,POINT (16.35311902766423 48.208317898489376),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-298,5984448,POINT (16.43762462509684 48.25516749682834),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-297,5984449,POINT (16.31506840050827 48.17549495462033),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-296,5984450,POINT (16.352564242054495 48.18143642486348),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-295,5984451,POINT (16.349413154101942 48.18233670140172),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-294,5984452,POINT (16.349813967959985 48.20417172876291),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-293,5984453,POINT (16.3332001971229 48.216445244380324),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-292,5984454,POINT (16.411603706926712 48.221556378620356),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-291,5984455,POINT (16.447762956442705 48.152340132991185),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-290,5984456,POINT (16.36836771057525 48.17751819807144),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28f,5984457,POINT (16.367053115580177 48.208156752337366),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28e,5984458,POINT (16.386229097395837 48.21587565676316),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28d,5984459,POINT (16.498104368315154 48.216336778120564),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28c,5984460,POINT (16.332768634262322 48.19177057387755),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28b,5984461,POINT (16.386823458817087 48.22279024372029),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28a,5984462,POINT (16.464886992402008 48.15449805280396),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-289,5984463,POINT (16.491464336953293 48.25919669285022),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-288,5984464,POINT (16.27024462389152 48.24441509100327),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-287,5984465,POINT (16.443501523986317 48.198767249864254),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-286,5984466,POINT (16.3679147446807 48.248795534152045),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-285,5984467,POINT (16.353038588459537 48.23915380448452),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-284,5984468,POINT (16.317221598052498 48.23654022152314),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-283,5984469,POINT (16.387333124492265 48.21454192173774),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-282,5984470,POINT (16.2818944384401 48.18471054001676),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-281,5984471,POINT (16.326183532260163 48.210508196695336),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-280,5984472,POINT (16.3288507398253 48.210088888162296),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27f,5984473,POINT (16.377228706751378 48.17678197075107),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27e,5984474,POINT (16.231942236489406 48.20271412308168),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27d,5984475,POINT (16.25298048688404 48.198310403925596),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27c,5984476,POINT (16.252715978362808 48.17698419793403),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27b,5984477,POINT (16.256832237009004 48.1668560843959),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27a,5984478,POINT (16.222543117932293 48.15336222014685),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-279,5984479,POINT (16.18414902426429 48.16260836193108),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-278,5984480,POINT (16.33843250794281 48.167526080114406),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-277,5984481,POINT (16.338828059170865 48.16549619346353),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-276,5984482,POINT (16.358348241232456 48.15956859732309),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-275,5984483,POINT (16.3786101906091 48.20721567002453),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-274,5984484,POINT (16.404903178634328 48.21948677568982),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-273,5984485,POINT (16.39137792435043 48.20927017759814),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-272,5984486,POINT (16.363494833642758 48.19112121369806),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-271,5984487,POINT (16.358334681243832 48.200660856071),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-270,5984488,POINT (16.349135153668506 48.19802786497052),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26f,5984489,POINT (16.255434986170854 48.17852794758499),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26e,5984490,POINT (16.267731280555296 48.15083363928359),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26d,5984491,POINT (16.377389711996898 48.217412358400935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26c,5984492,POINT (16.402111564515327 48.22168984198339),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26b,5984493,POINT (16.390222525481807 48.203049558567194),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26a,5984494,POINT (16.39102713553764 48.20249788597124),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-269,5984495,POINT (16.360429667589248 48.197249276955326),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-268,5984496,POINT (16.363524305111127 48.19858317569982),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-267,5984497,POINT (16.36230350163605 48.197895849889136),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-266,5984498,POINT (16.364830919954276 48.19926820527756),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-265,5984499,POINT (16.332807290498888 48.180285839650594),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-264,5984500,POINT (16.333113745939563 48.18096012971604),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-263,5984501,POINT (16.32652370185239 48.19103156303732),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-262,5984502,POINT (16.369180232947233 48.23125327794865),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-261,5984503,POINT (16.335913607492888 48.210502677858486),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-260,5984504,POINT (16.341632630026552 48.24262749679165),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-25f,5984505,POINT (16.344618943772375 48.22568103585982),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-25e,5984506,POINT (16.33661018932592 48.2752012044249),Trinkbrunnen,4,
