FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-614,5983714,POINT (16.405443279767933 48.14849148531432),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-613,5983715,POINT (16.400608531297443 48.15075693541099),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-612,5983716,POINT (16.400497417752742 48.15082423706949),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-611,5983717,POINT (16.406494426760535 48.14485166762564),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-610,5983718,POINT (16.406622691967215 48.14506516689255),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-60f,5983719,POINT (16.406694199199485 48.14499162601175),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-60e,5983720,POINT (16.40493329510633 48.14377144103423),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-60d,5983721,POINT (16.404258287031812 48.143416779545255),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-60c,5983722,POINT (16.403970024407617 48.14323415626224),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-60b,5983723,POINT (16.40350988738385 48.1432610147663),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-60a,5983724,POINT (16.399471732029816 48.14871380847658),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-609,5983725,POINT (16.400937649800927 48.151168464073315),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-608,5983726,POINT (16.3567692606706 48.245670975510436),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-607,5983727,POINT (16.35686228233417 48.24573040986588),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-606,5983728,POINT (16.25614722574907 48.20249605925919),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-605,5983729,POINT (16.218359205411026 48.21704876779323),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-604,5983730,POINT (16.217759230300437 48.21663964052411),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-603,5983731,POINT (16.2760669671826 48.196346380417936),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-602,5983732,POINT (16.275343120937695 48.19686755834695),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-601,5983733,POINT (16.274199565488345 48.197298660292574),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-600,5983734,POINT (16.472500140310505 48.24582787813),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ff,5983735,POINT (16.3601289165493 48.21452192685886),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5fe,5983736,POINT (16.435178242012924 48.230604047153),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5fd,5983737,POINT (16.441216812792053 48.24081709807846),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5fc,5983738,POINT (16.338756526619587 48.184929696781296),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5fb,5983739,POINT (16.32478518461675 48.234071815050115),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5fa,5983740,POINT (16.320503497750845 48.24101527973691),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f9,5983741,POINT (16.325825769860547 48.244692581845484),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f8,5983742,POINT (16.35772179210445 48.24327099482642),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f7,5983743,POINT (16.34401899970335 48.245618343730506),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f6,5983744,POINT (16.33874219550326 48.24489358566539),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f5,5983745,POINT (16.33772598018653 48.2448649817238),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f4,5983746,POINT (16.337598795219186 48.244787444372186),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f3,5983747,POINT (16.392144035999117 48.26081342029673),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f2,5983748,POINT (16.39129496532936 48.260716362230355),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f1,5983749,POINT (16.39424336672022 48.252432520850924),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5f0,5983750,POINT (16.392180563022393 48.26305908565077),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ef,5983751,POINT (16.444068861545784 48.238760696305214),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ee,5983752,POINT (16.4908550665822 48.277789738879875),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ed,5983753,POINT (16.394213490723402 48.15438882503683),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ec,5983754,POINT (16.39241425553357 48.14015673366394),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5eb,5983755,POINT (16.407557032466855 48.255234318524394),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ea,5983756,POINT (16.407436038368928 48.255312374989934),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e9,5983757,POINT (16.382981649875287 48.26859461297082),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e8,5983758,POINT (16.40260575751808 48.25088162434421),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e7,5983759,POINT (16.38793637029448 48.262475397281776),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e6,5983760,POINT (16.346027496043707 48.22373474839247),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e5,5983761,POINT (16.34601494211889 48.223707666463845),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e4,5983762,POINT (16.335829454723427 48.228298978747844),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e3,5983763,POINT (16.339047096901535 48.226581897615496),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e2,5983764,POINT (16.349805396017764 48.23241146808528),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e1,5983765,POINT (16.334943864992198 48.22657553431654),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5e0,5983766,POINT (16.33477546011073 48.226730218937405),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5df,5983767,POINT (16.336846566016312 48.22351636494194),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5de,5983768,POINT (16.442710943459787 48.25318299202233),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5dd,5983769,POINT (16.375356360522154 48.17845127539408),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5dc,5983770,POINT (16.3817031058363 48.16431987443004),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5db,5983771,POINT (16.37872332811222 48.204515480178735),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5da,5983772,POINT (16.372822688055777 48.215405337620076),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d9,5983773,POINT (16.42038345394603 48.297406903617215),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d8,5983774,POINT (16.40565402145542 48.27655296446198),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d7,5983775,POINT (16.405801663174955 48.27699042961509),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d6,5983776,POINT (16.448784804121075 48.269258622003605),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d5,5983777,POINT (16.416675829627668 48.29471221976572),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d4,5983778,POINT (16.41722416018082 48.29463598854931),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d3,5983779,POINT (16.454874962434115 48.270198892387846),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d2,5983780,POINT (16.44792450143207 48.27216008468757),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d1,5983781,POINT (16.449069109843318 48.27184065563074),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5d0,5983782,POINT (16.412444703947976 48.27750653115762),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5cf,5983783,POINT (16.40286583858607 48.150845510918884),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ce,5983784,POINT (16.415142176334083 48.25268709702927),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5cd,5983785,POINT (16.399803532875474 48.25495942294213),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5cc,5983786,POINT (16.315094412605 48.23208603133688),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5cb,5983787,POINT (16.50896780010699 48.225638509583085),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ca,5983788,POINT (16.419395514165217 48.2276231601378),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c9,5983789,POINT (16.42160605448634 48.25444155457316),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c8,5983790,POINT (16.387390885050866 48.262616885218435),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c7,5983791,POINT (16.3940122057826 48.27314055193617),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c6,5983792,POINT (16.39369805237946 48.272940333061136),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c5,5983793,POINT (16.38726187109096 48.234091783163606),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c4,5983794,POINT (16.386772603509343 48.23438580416728),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c3,5983795,POINT (16.387036650542818 48.23389416084767),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c2,5983796,POINT (16.38186641013905 48.23969844163361),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c1,5983797,POINT (16.36826454664907 48.2401989794167),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5c0,5983798,POINT (16.37805375682152 48.24884740626845),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5bf,5983799,POINT (16.39020846960143 48.23598392623137),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5be,5983800,POINT (16.376895185184015 48.237098454492774),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5bd,5983801,POINT (16.37864477986223 48.240012239183066),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5bc,5983802,POINT (16.38126852276033 48.24503470667286),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5bb,5983803,POINT (16.380311408276583 48.24453533375869),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ba,5983804,POINT (16.374148539241308 48.24439870013763),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b9,5983805,POINT (16.307548770304066 48.21583682327626),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b8,5983806,POINT (16.3272272093888 48.209891357478064),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b7,5983807,POINT (16.32748316919192 48.21010959023784),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b6,5983808,POINT (16.319241559046844 48.21041049443286),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b5,5983809,POINT (16.291530498551673 48.23372073305373),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b4,5983810,POINT (16.334883506212627 48.21890805969222),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b3,5983811,POINT (16.322114520988233 48.218751390434996),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b2,5983812,POINT (16.314579911936175 48.22348920334554),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b1,5983813,POINT (16.314413882434327 48.225050000434614),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5b0,5983814,POINT (16.282225954984895 48.145262713352075),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5af,5983815,POINT (16.3867869386777 48.18660488130745),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ae,5983816,POINT (16.384933859343874 48.184990018489984),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ad,5983817,POINT (16.386160420423895 48.18734834014708),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ac,5983818,POINT (16.373530811484663 48.234227414759786),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5ab,5983819,POINT (16.369335383264474 48.22646067365026),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5aa,5983820,POINT (16.369486431299965 48.22641393638044),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a9,5983821,POINT (16.369288642138297 48.22622321742012),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a8,5983822,POINT (16.376594202664144 48.23190810630812),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a7,5983823,POINT (16.37273526614081 48.23544301248076),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a6,5983824,POINT (16.36330880478427 48.23071384241306),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a5,5983825,POINT (16.36481405010478 48.23486642180161),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a4,5983826,POINT (16.404823126780006 48.14646436849736),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a3,5983827,POINT (16.28050174074167 48.13600474480628),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a2,5984819,POINT (16.512379102503655 48.23001644699769),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a1,5984820,POINT (16.50986272417198 48.226516439067446),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5a0,5984821,POINT (16.38236845085033 48.15740812342447),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-59f,5984822,POINT (16.339180381611943 48.181654632742834),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-59e,5984823,POINT (16.40170417131949 48.19681037315886),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-59d,5984824,POINT (16.414595755024433 48.19098249993823),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-59c,5984825,POINT (16.403972948343526 48.26795405032494),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-59b,5984826,POINT (16.428811004368686 48.240352551521),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-59a,5984827,POINT (16.39293254089994 48.200637858137796),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-599,5984828,POINT (16.45411632444415 48.277707268818205),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-598,5984829,POINT (16.431110398486783 48.247590532559684),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-597,5984830,POINT (16.387345860629512 48.246714019973396),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-596,5984831,POINT (16.31956681563264 48.18208002989007),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-595,5984832,POINT (16.318120323862626 48.19028079726384),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-594,5984833,POINT (16.4575212105008 48.230688617453644),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-593,5984834,POINT (16.36474746124717 48.24920758618306),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-592,5984835,POINT (16.397314932632565 48.238216267256014),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-591,5984836,POINT (16.361488780735396 48.1763913018926),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-590,5984837,POINT (16.35832355619996 48.242683742566975),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-58f,5984838,POINT (16.397241372086885 48.257334661699026),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-58e,5984839,POINT (16.369091516309155 48.23120300813507),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-58d,5984840,POINT (16.363402042129923 48.206176900392585),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-58c,5984841,POINT (16.40836570395752 48.229574050303725),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-58b,5984842,POINT (16.40924838685659 48.2284311236913),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-58a,5984843,POINT (16.358157692280745 48.214146032894824),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-589,5984844,POINT (16.32450468069867 48.161500280382455),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-588,5984845,POINT (16.360744226217353 48.20206935561792),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-587,5984846,POINT (16.358941751630173 48.2071539161697),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-586,5984847,POINT (16.341948078862416 48.178706084455946),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-585,5984848,POINT (16.386823458817087 48.22279024372029),Nebelstele,15,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-584,5984849,POINT (16.49984036956151 48.22641144675093),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-583,5984850,POINT (16.36237681967067 48.22714795794531),Schiff,16,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-582,5984851,POINT (16.438271797757206 48.24599512012073),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-581,5984899,POINT (16.418133961296107 48.20369454422663),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-580,5984900,POINT (16.423059798728744 48.20109949907157),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-57f,5984901,POINT (16.32014889343294 48.26462425253632),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-57e,5984902,POINT (16.324349232542943 48.17116417519459),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-57d,5984903,POINT (16.3170467034066 48.15039832042568),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-57c,5984904,POINT (16.39011125961243 48.210723167716125),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-57b,5984905,POINT (16.394712086380917 48.21558735954199),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-57a,5984906,POINT (16.383016975514177 48.22530360625606),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-579,5984907,POINT (16.344178160644482 48.18659772460752),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-578,5984908,POINT (16.400400533505195 48.21300287233141),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-577,5984909,POINT (16.283883938116 48.145969828669216),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-576,5984910,POINT (16.389520677769827 48.247307820293564),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-575,5984911,POINT (16.356028358302563 48.22513772464448),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-574,5984912,POINT (16.334681341152248 48.221516258316186),Nebelstele,15,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-573,5984913,POINT (16.38303458223898 48.18599802224225),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-572,5984914,POINT (16.367120804905532 48.23535622928702),Nebelstele,15,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-571,5984915,POINT (16.3160779843884 48.18583703732584),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-570,5984916,POINT (16.381685646564033 48.188534302299814),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56f,5984917,POINT (16.337175387844578 48.19569134752222),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56e,5984918,POINT (16.334521226736776 48.20624059470153),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56d,5984919,POINT (16.349709964870744 48.19807697173448),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56c,5984920,POINT (16.33589719313348 48.20178384144689),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56b,5984921,POINT (16.473890621160916 48.1590152816455),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56a,5984922,POINT (16.368750623410182 48.21877617815671),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-569,5984923,POINT (16.347621562724797 48.19738872760041),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-568,5984924,POINT (16.44983697496099 48.25714863839004),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-567,5984925,POINT (16.374281375393323 48.20091700735797),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-566,5984926,POINT (16.36132987710157 48.20593292933034),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-565,5984927,POINT (16.417530539504945 48.18552779676515),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-564,5984928,POINT (16.34299492032295 48.18838711683159),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-563,5984929,POINT (16.385928088113694 48.16615991839457),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-562,5984930,POINT (16.337022286349317 48.19318322635763),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-561,5984931,POINT (16.37140569469526 48.205882548794875),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-560,5984932,POINT (16.37350646588334 48.16709624794734),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55f,5984933,POINT (16.41982009984516 48.16675151229571),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55e,5984934,POINT (16.344526065780926 48.14398632606353),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55d,5984935,POINT (16.330148840613983 48.17535959046389),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
